http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/address>	lugar	dirección	2684	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/affiliation>	lugar	afiliación	54	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/architect>	lugar	arquitecto	668	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/area>	lugar	(m2)	1294	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/areaCode>	lugar	código de área	79347	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/areaLand>	lugar	superficie (m2)	992	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/areaWater>	lugar	zona de aguas (m2)	51	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/builder>	lugar	constructor	2	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/city>	lugar	ciudad	1217	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/councilArea>	lugar	Consejo zona	716	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/country>	lugar	país	166512	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/depth>	lugar	profundidad (μ)	343	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/elevation>	lugar	elevación (μ)	1236	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/eruptionYear>	lugar	erupción fecha	167	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/formerName>	lugar	nombre anterior	329	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/id>	lugar	identificación	1675	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/island>	lugar	isla	20	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/largestCity>	lugar	la ciudad más grande	2658	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/leaderTitle>	lugar	líder título	44280	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/length>	lugar	longitud (μ)	766	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/location>	lugar	ubicación	3550	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/maximumElevation>	lugar	elevación máxima (μ)	33865	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/mountainRange>	lugar	sierra	1222	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/municipality>	lugar	municipio	5044	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/network>	lugar	red	96	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/numberOfRooms>	lugar	número de habitaciones	73	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/numberOfSuites>	lugar	número de suites	27	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/openingDate>	lugar	la fecha de apertura	9	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/openingYear>	lugar	año de apertura	4085	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/owningOrganisation>	lugar	ser dueño de organización	1395	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/populationDensity>	lugar	densidad de población (/ km ²)	762	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/postalCode>	lugar	código postal	117833	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/prominence>	lugar	prominencia (μ)	1526	188205
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/province>	lugar poblado	provincia	13415	152930
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/riverMouth>	lugar	desembocadura	1	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/routeNumber>	lugar	número de ruta	14606	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/runwaySurface>	lugar	superficie de la pista	2	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/saint>	lugar	santo	2223	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/seatingCapacity>	lugar	número de plazas	1702	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/state>	lugar	estado	1	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/type>	lugar	tipo	19776	188205
http://dbpedia.org/ontology/Place	<http://dbpedia.org/ontology/year>	lugar	año	883	188205
http://dbpedia.org/ontology/Place	<http://purl.org/dc/elements/1.1/description>	lugar	descripción	1	188205
http://dbpedia.org/ontology/Place	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	lugar	tipo	65479	188205
http://dbpedia.org/ontology/Place	<http://www.w3.org/2003/01/geo/wgs84_pos#lat>	lugar	latitud	65479	188205
http://dbpedia.org/ontology/Place	<http://www.w3.org/2003/01/geo/wgs84_pos#long>	lugar	longitud	65479	188205
http://dbpedia.org/ontology/Politician	<http://xmlns.com/foaf/0.1/homepage>	político	página principal	13	11996
http://dbpedia.org/ontology/Place	<http://xmlns.com/foaf/0.1/name>	lugar	nombre	162701	188205
http://dbpedia.org/ontology/Place	<http://xmlns.com/foaf/0.1/nick>	lugar	mella	938	188205
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/timeZone>	lugar poblado	huso horario	64090	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/humanDevelopmentIndexRankingCategory>	lugar poblado	None	94	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/perCapitaIncome>	lugar poblado	None	281	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/foundingYear>	lugar poblado	año de fundación	5798	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/thumbnail>	lugar poblado	None	19	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/flag>	lugar poblado	None	19361	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/inseeCode>	lugar poblado	None	4	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/humanDevelopmentIndex>	lugar poblado	None	2273	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/activeYearsStartYear>	lugar poblado	años de actividad comenzará el año	42615	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/alias>	lugar poblado	alias	365	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/anthem>	lugar poblado	himno	144	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/archipelago>	lugar poblado	archipiélago	592	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/areaCode>	lugar poblado	código de área	79347	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/areaLand>	lugar poblado	superficie (m2)	992	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/areaTotal>	lugar poblado	superficie total (m2)	53234	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/areaWater>	lugar poblado	zona de aguas (m2)	51	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/canton>	lugar poblado	cantón	36459	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/censusYear>	lugar poblado	censo del año	4370	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/councilArea>	lugar poblado	Consejo zona	716	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/country>	lugar poblado	país	148525	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/county>	lugar poblado	condado	10483	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/currency>	lugar poblado	moneda	71	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/demonym>	lugar poblado	demonym	18590	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/distance>	lugar poblado	distancia (μ)	146	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/division>	lugar poblado	división	2256	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/foundedBy>	lugar poblado	fundada por	106	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/foundingDate>	lugar poblado	fecha de fundación	25	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/foundingPerson>	lugar poblado	persona fundación	241	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/height>	lugar poblado	altura (μ)	5467	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/intercommunality>	lugar poblado	intermunicipalidad	31890	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/language>	lugar poblado	idioma	2641	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/largestCity>	lugar poblado	la ciudad más grande	2658	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/leader>	lugar poblado	líder	1219	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/leaderTitle>	lugar poblado	líder título	44280	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/length>	lugar poblado	longitud (μ)	766	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/map>	lugar poblado	mapa	1038	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/maximumElevation>	lugar poblado	elevación máxima (μ)	33865	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/mayor>	lugar poblado	alcalde	12672	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/minimumElevation>	lugar poblado	elevación mínima (μ)	34119	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/municipalityCode>	lugar poblado	municipio código	8032	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/picture>	lugar poblado	imagen	1883	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/populationMetro>	lugar poblado	población metropolitana	399	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/populationTotal>	lugar poblado	población total	83333	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/postalCode>	lugar poblado	código postal	117832	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/region>	lugar poblado	región	50864	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/saint>	lugar poblado	santo	2223	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/width>	lugar poblado	ancho (μ)	680	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/year>	lugar poblado	año	883	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://www.georss.org/georss/point>	lugar poblado	punto	64985	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://www.w3.org/2003/01/geo/wgs84_pos#lat>	lugar poblado	latitud	64985	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://www.w3.org/2003/01/geo/wgs84_pos#long>	lugar poblado	longitud	64985	152930
http://dbpedia.org/ontology/PopulatedPlace	<http://xmlns.com/foaf/0.1/nick>	lugar poblado	mella	915	152930
http://dbpedia.org/ontology/President	__total__	presidente	__total__	11996	11996
http://dbpedia.org/ontology/RouteOfTransportation	<http://dbpedia.org/ontology/wikiPageWikiLink>	ruta de transporte	None	2832	14978
http://dbpedia.org/ontology/RugbyPlayer	__total__	el jugador de rugby	__total__	125	125
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/area>	lugar poblado	(m2)	3	152930
http://dbpedia.org/ontology/President	<http://dbpedia.org/ontology/award>	presidente	premio	1	11996
http://dbpedia.org/ontology/RugbyPlayer	<http://dbpedia.org/ontology/birthPlace>	el jugador de rugby	lugar de nacimiento	119	125
http://dbpedia.org/ontology/President	<http://dbpedia.org/ontology/child>	presidente	niño	362	11996
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/city>	lugar poblado	ciudad	114	152930
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/composer>	software	compositor	308	5692
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/computingMedia>	software	Medios Informática	26	5692
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/deathDate>	científico	fecha muerte	2	6091
http://dbpedia.org/ontology/President	<http://dbpedia.org/ontology/deathPlace>	presidente	muerte lugar	5	11996
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/developer>	software	revelador	4014	5692
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/distributor>	software	distribuidor	2953	5692
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/doctoralAdvisor>	científico	asesor doctoral	304	6091
http://dbpedia.org/ontology/President	<http://dbpedia.org/ontology/electionMajority>	presidente	elección mayoritaria	1	11996
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/elevation>	lugar poblado	elevación (μ)	753	152930
http://dbpedia.org/ontology/Single	<http://dbpedia.org/ontology/format>	solo	formato	5334	7752
http://dbpedia.org/ontology/RugbyPlayer	<http://dbpedia.org/ontology/formerTeam>	el jugador de rugby	ex equipo	103	125
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/genre>	software	género	4177	5692
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/language>	software	idioma	2	5692
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/latestReleaseVersion>	software	última versión versión	2238	5692
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/leaderName>	lugar poblado	dirigente nombre	3180	152930
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/license>	software	licencia	1888	5692
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/municipality>	lugar poblado	municipio	5044	152930
http://dbpedia.org/ontology/President	<http://dbpedia.org/ontology/occupation>	presidente	ocupación	1253	11996
http://dbpedia.org/ontology/President	<http://dbpedia.org/ontology/office>	presidente	oficina	3	11996
http://dbpedia.org/ontology/President	<http://dbpedia.org/ontology/orderInOffice>	presidente	orden en la oficina	60	11996
http://dbpedia.org/ontology/President	<http://dbpedia.org/ontology/party>	presidente	partido	7594	11996
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/populationUrban>	lugar poblado	población urbana	899	152930
http://dbpedia.org/ontology/RugbyPlayer	<http://dbpedia.org/ontology/position>	el jugador de rugby	posición	98	125
http://dbpedia.org/ontology/President	<http://dbpedia.org/ontology/president>	presidente	presidente	1	11996
http://dbpedia.org/ontology/President	<http://dbpedia.org/ontology/profession>	presidente	profesión	6125	11996
http://dbpedia.org/ontology/Single	<http://dbpedia.org/ontology/recordDate>	solo	fecha de registro	8	7752
http://dbpedia.org/ontology/Single	<http://dbpedia.org/ontology/recordLabel>	solo	sello discográfico	6371	7752
http://dbpedia.org/ontology/President	<http://dbpedia.org/ontology/religion>	presidente	religión	2226	11996
http://dbpedia.org/ontology/President	<http://dbpedia.org/ontology/residence>	presidente	residencia	1249	11996
http://dbpedia.org/ontology/RouteOfTransportation	<http://dbpedia.org/ontology/routeNumber>	ruta de transporte	número de ruta	14606	14978
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/series>	software	serie	848	5692
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/status>	software	estado	268	5692
http://dbpedia.org/ontology/Single	<http://dbpedia.org/ontology/subsequentWork>	solo	trabajo subsiguiente	6091	7752
http://dbpedia.org/ontology/President	<http://dbpedia.org/ontology/successor>	presidente	sucesor	8141	11996
http://dbpedia.org/ontology/PopulatedPlace	<http://dbpedia.org/ontology/type>	lugar poblado	tipo	18786	152930
http://dbpedia.org/ontology/RugbyPlayer	<http://dbpedia.org/ontology/weight>	el jugador de rugby	peso (g)	79	125
http://dbpedia.org/ontology/Single	<http://dbpedia.org/ontology/writer>	solo	escritor	5354	7752
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/writer>	software	escritor	50	5692
http://dbpedia.org/ontology/Scientist	<http://purl.org/dc/elements/1.1/description>	científico	descripción	1350	6091
http://dbpedia.org/ontology/PopulatedPlace	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	lugar poblado	tipo	64985	152930
http://dbpedia.org/ontology/President	<http://xmlns.com/foaf/0.1/homepage>	presidente	página principal	13	11996
http://dbpedia.org/ontology/Software	<http://xmlns.com/foaf/0.1/logo>	software	logo	2	5692
http://dbpedia.org/ontology/President	<http://xmlns.com/foaf/0.1/name>	presidente	nombre	9187	11996
http://dbpedia.org/ontology/Single	<http://xmlns.com/foaf/0.1/name>	solo	nombre	7746	7752
http://dbpedia.org/ontology/RugbyPlayer	<http://xmlns.com/foaf/0.1/nick>	el jugador de rugby	mella	42	125
http://dbpedia.org/ontology/Software	__total__	software	__total__	5692	5692
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/torchBearer>	evento deportivo	None	50	18985
http://dbpedia.org/ontology/SportsEvent	__total__	evento deportivo	__total__	18985	18985
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/officialOpenedBy>	evento deportivo	None	25	18985
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/olympicOathSwornByAthlete>	evento deportivo	None	44	18985
http://dbpedia.org/ontology/Stadium	__total__	estadio	__total__	3207	3207
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/commune>	estación	None	810	6626
http://dbpedia.org/ontology/Station	__total__	estación	__total__	6626	6626
http://dbpedia.org/ontology/SupremeCourtOfTheUnitedStatesCase	__total__	Tribunal Supremo del caso de los Estados Unidos	__total__	0	0
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/author>	software	autor	93	5692
http://dbpedia.org/ontology/SportsTeam	<http://dbpedia.org/ontology/capacity>	equipo deportivo	capacidad	4324	5113
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/closingYear>	estación	el cierre de año	426	6626
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/code>	estación	código	1106	6626
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/computingInput>	software	Computing entrada	1025	5692
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/computingPlatform>	software	plataforma informática	3598	5692
http://dbpedia.org/ontology/Stadium	<http://dbpedia.org/ontology/country>	estadio	país	885	3207
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/designer>	software	diseñador	788	5692
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/director>	software	director	162	5692
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/fareZone>	estación	tarifa zona	1110	6626
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/format>	software	formato	1857	5692
http://dbpedia.org/ontology/Stadium	<http://dbpedia.org/ontology/foundingDate>	estadio	fecha de fundación	3	3207
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/gameArtist>	software	juego artista	66	5692
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/gameEngine>	software	Game Engine	347	5692
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/homeStadium>	evento deportivo	casa estadio	114	18985
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/language>	estación	idioma	19	6626
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/latestPreviewVersion>	software	última versión de vista previa	6	5692
http://dbpedia.org/ontology/Stadium	<http://dbpedia.org/ontology/longName>	estadio	LongName	216	3207
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/numberOfParticipatingAthletes>	evento deportivo	número de atletas participantes	200	18985
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/numberOfParticipatingNations>	evento deportivo	número de naciones participantes	204	18985
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/numberOfPlatformLevels>	estación	número de niveles de la plataforma	24	6626
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/openingDate>	estación	la fecha de apertura	9	6626
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/operator>	estación	operador	2610	6626
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/otherServingLines>	estación	otras líneas de servicio	216	6626
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/owner>	estación	propietario	1395	6626
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/passengersPerYear>	estación	de pasajeros al año	861	6626
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/previousInfrastructure>	estación	infraestructura anterior	4054	6626
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/producer>	software	productor	211	5692
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/programmingLanguage>	software	lenguaje de programación	742	5692
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/publisher>	software	editor	18	5692
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/railwayPlatforms>	estación	andenes	3720	6626
http://dbpedia.org/ontology/Software	<http://dbpedia.org/ontology/releaseDate>	software	fecha de lanzamiento	88	5692
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/routeJunction>	estación	ruta cruce	764	6626
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/routeStart>	estación	ruta de inicio	5	6626
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/service>	estación	servicio	86	6626
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/servingRailwayLine>	estación	sirviendo línea ferroviaria	3417	6626
http://dbpedia.org/ontology/Station	<http://dbpedia.org/ontology/subsequentInfrastructure>	estación	infraestructura posterior	4139	6626
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/team>	evento deportivo	equipo	14939	18985
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/type>	evento deportivo	tipo	1	18985
http://dbpedia.org/ontology/Software	<http://xmlns.com/foaf/0.1/homepage>	software	página principal	2768	5692
http://dbpedia.org/ontology/Software	<http://xmlns.com/foaf/0.1/name>	software	nombre	5495	5692
http://dbpedia.org/ontology/SportsTeam	<http://xmlns.com/foaf/0.1/name>	equipo deportivo	nombre	5043	5113
http://dbpedia.org/ontology/Station	<http://xmlns.com/foaf/0.1/name>	estación	nombre	6178	6626
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/style>	trabajar	estilo	1328	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/title>	trabajar	título	20065	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/creationYear>	trabajar	None	1357	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/album>	trabajar	álbum	6701	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/artist>	trabajar	artista	6553	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/band>	trabajar	banda	9019	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/certification>	trabajar	certificación	367	59495
http://dbpedia.org/ontology/TelevisionShow	<http://dbpedia.org/ontology/channel>	programa de televisión	canal	3873	5585
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/cinematography>	trabajar	cinematografía	484	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/compiler>	trabajar	compilador	55	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/computingInput>	trabajar	Computing entrada	1025	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/creator>	trabajar	creador	1668	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/developer>	trabajar	revelador	4014	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/director>	trabajar	director	13576	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/editing>	trabajar	edición	3394	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/editor>	trabajar	editor	109	59495
http://dbpedia.org/ontology/TelevisionShow	<http://dbpedia.org/ontology/endingTheme>	programa de televisión	ending	9	5585
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/episodeNumber>	trabajar	episodio número	4039	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/foundedBy>	trabajar	fundada por	223	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/foundingDate>	trabajar	fecha de fundación	3	59495
http://dbpedia.org/ontology/TelevisionShow	<http://dbpedia.org/ontology/genre>	programa de televisión	género	3222	5585
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/guest>	trabajar	invitado	1173	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/headquarter>	trabajar	sede	514	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/ideology>	trabajar	ideología	165	59495
http://dbpedia.org/ontology/TelevisionShow	<http://dbpedia.org/ontology/language>	programa de televisión	idioma	3397	5585
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/latestPreviewVersion>	trabajar	última versión de vista previa	6	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/motto>	trabajar	lema	178	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/musicalArtist>	trabajar	artista musical	7683	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/numberOfSeasons>	trabajar	número de estaciones	2539	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/oclc>	trabajar	OCLC	71	59495
http://dbpedia.org/ontology/TelevisionShow	<http://dbpedia.org/ontology/openingTheme>	programa de televisión	opening theme	284	5585
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/owner>	trabajar	propietario	335	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/picture>	trabajar	imagen	6	59495
http://dbpedia.org/ontology/TelevisionShow	<http://dbpedia.org/ontology/presenter>	programa de televisión	presentador	1212	5585
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/presenter>	trabajar	presentador	1212	59495
http://dbpedia.org/ontology/TelevisionShow	<http://dbpedia.org/ontology/previousWork>	programa de televisión	trabajo previo	1252	5585
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/previousWork>	trabajar	trabajo previo	22730	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/producer>	trabajar	productor	21449	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/recordDate>	trabajar	fecha de registro	30	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/recordLabel>	trabajar	sello discográfico	18452	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/recordedIn>	trabajar	registrada en	12	59495
http://dbpedia.org/ontology/TelevisionShow	<http://dbpedia.org/ontology/related>	programa de televisión	relacionados	491	5585
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/releaseDate>	trabajar	fecha de lanzamiento	378	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/requirement>	trabajar	requisito	671	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/review>	trabajar	revisar	5704	59495
http://dbpedia.org/ontology/TelevisionShow	<http://dbpedia.org/ontology/runtime>	programa de televisión	runtime (s)	3465	5585
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/seasonNumber>	trabajar	temporada número	1919	59495
