emancipation-nn' emancipate-vb'
cat-nn' cat-vb'
conventionalization-nn' conventionalize-vb'
declassification-nn' declassify-vb'
regeneration-nn' regenerate-vb'
rewriting-nn' rewrite-vb'
trellis-nn' trellis-vb'
bluster-nn' bluster-vb'
conviction-nn' convict-vb'
provisioner-nn' provision-vb'
croak-nn' croak-vb'
roamer-nn' roam-vb'
bisection-nn' bisect-vb'
dogsled-nn' dogsled-vb'
distension-nn' distend-vb'
ambuscade-nn' ambuscade-vb'
suturing-nn' suture-vb'
hooker-nn' hook-vb'
bunt-nn' bunt-vb'
espousal-nn' espouse-vb'
remembering-nn' remember-vb'
airmail-nn' airmail-vb'
slick-nn' slick-vb'
clink-nn' clink-vb'
presumption-nn' presume-vb'
insulator-nn' insulate-vb'
ignitor-nn' ignite-vb'
butter-nn' butter-vb'
butter-nn' butt-vb'
utterer-nn' utter-vb'
carpentry-nn' carpenter-vb'
ornamentation-nn' ornament-vb'
bat-mitzvah-nn' bat-mitzvah-vb'
readying-nn' ready-vb'
exenteration-nn' exenterate-vb'
padding-nn' pad-vb'
single-crochet-nn' single-crochet-vb'
groan-nn' groan-vb'
wrick-nn' wrick-vb'
greeting-nn' greet-vb'
leak-nn' leak-vb'
humidity-nn' humidify-vb'
hesitation-nn' hesitate-vb'
cannery-nn' can-vb'
streak-nn' streak-vb'
occlusion-nn' occlude-vb'
philosophiser-nn' philosophise-vb'
sell-nn' sell-vb'
rigger-nn' rig-vb'
tally-nn' tally-vb'
liar-nn' lie-vb'
counterattack-nn' counterattack-vb'
delineation-nn' delineate-vb'
quibbler-nn' quibble-vb'
stalinisation-nn' stalinise-vb'
shaking-nn' shake-vb'
supply-nn' supply-vb'
voice-nn' voice-vb'
fumigant-nn' fumigate-vb'
substitution-nn' substitute-vb'
penalisation-nn' penalise-vb'
leapfrog-nn' leapfrog-vb'
freelance-nn' freelance-vb'
baptism-nn' baptise-vb'
baptism-nn' baptize-vb'
rhymer-nn' rhyme-vb'
owner-nn' own-vb'
cloak-nn' cloak-vb'
hob-nn' hob-vb'
arraignment-nn' arraign-vb'
shear-nn' shear-vb'
abradant-nn' abrade-vb'
scrubbing-nn' scrub-vb'
schooling-nn' school-vb'
molding-nn' mold-vb'
separatist-nn' separate-vb'
twin-nn' twin-vb'
spiel-nn' spiel-vb'
crusade-nn' crusade-vb'
reading-nn' read-vb'
nolle-prosequi-nn' nolle-prosequi-vb'
rehearsal-nn' rehearse-vb'
double-crossing-nn' double-cross-vb'
confusion-nn' confuse-vb'
savagery-nn' savage-vb'
dehydration-nn' dehydrate-vb'
ratting-nn' rat-vb'
tither-nn' tithe-vb'
overworking-nn' overwork-vb'
nationalisation-nn' nationalise-vb'
mythologisation-nn' mythologise-vb'
payee-nn' pay-vb'
bandage-nn' bandage-vb'
grouch-nn' grouch-vb'
dissuasion-nn' dissuade-vb'
malingering-nn' malinger-vb'
price-nn' price-vb'
entertainment-nn' entertain-vb'
savour-nn' savour-vb'
hyperextension-nn' hyperextend-vb'
vagabondage-nn' vagabond-vb'
neutering-nn' neuter-vb'
syndicator-nn' syndicate-vb'
trucker-nn' truck-vb'
depravation-nn' deprave-vb'
mess-nn' mess-vb'
sprinkling-nn' sprinkle-vb'
impressment-nn' impress-vb'
failure-nn' fail-vb'
pee-nn' pee-vb'
hive-nn' hive-vb'
instance-nn' instantiate-vb'
instance-nn' instance-vb'
discussion-nn' discuss-vb'
denigration-nn' denigrate-vb'
snuffle-nn' snuffle-vb'
impregnation-nn' impregnate-vb'
indexer-nn' index-vb'
crenelation-nn' crenelate-vb'
warrior-nn' war-vb'
say-nn' say-vb'
cruise-nn' cruise-vb'
hoper-nn' hope-vb'
uplift-nn' uplift-vb'
popper-nn' pop-vb'
temporiser-nn' temporise-vb'
polemic-nn' polemicize-vb'
polemic-nn' polemize-vb'
polemic-nn' polemicise-vb'
qualifying-nn' qualify-vb'
poke-nn' poke-vb'
rusher-nn' rush-vb'
migrant-nn' migrate-vb'
division-nn' divide-vb'
relay-nn' relay-vb'
misrepresentation-nn' misrepresent-vb'
square-dancer-nn' square-dance-vb'
hydration-nn' hydrate-vb'
tusk-nn' tusk-vb'
squirmer-nn' squirm-vb'
promise-nn' promise-vb'
admirer-nn' admire-vb'
sinning-nn' sin-vb'
imbibition-nn' imbibe-vb'
rack-nn' rack-vb'
toil-nn' toil-vb'
arbitration-nn' arbitrate-vb'
quantization-nn' quantize-vb'
catcall-nn' catcall-vb'
regulation-nn' regulate-vb'
baulker-nn' baulk-vb'
muckraking-nn' muckrake-vb'
cavern-nn' cavern-vb'
steal-nn' steal-vb'
straggler-nn' straggle-vb'
cuff-nn' cuff-vb'
infliction-nn' inflict-vb'
addition-nn' add-vb'
noise-nn' noise-vb'
roaring-nn' roar-vb'
orchestration-nn' orchestrate-vb'
scudding-nn' scud-vb'
mispronunciation-nn' mispronounce-vb'
export-nn' export-vb'
stylization-nn' stylize-vb'
enforcement-nn' enforce-vb'
gerrymander-nn' gerrymander-vb'
scallop-nn' scallop-vb'
erecting-nn' erect-vb'
deprecation-nn' deprecate-vb'
dallier-nn' dally-vb'
acidification-nn' acidify-vb'
recitation-nn' recite-vb'
pavement-nn' pave-vb'
stickler-nn' stickle-vb'
electrocution-nn' electrocute-vb'
assumption-nn' assume-vb'
redetermination-nn' redetermine-vb'
walloping-nn' wallop-vb'
epoxy-nn' epoxy-vb'
middle-nn' middle-vb'
stigma-nn' stigmatize-vb'
boondoggle-nn' boondoggle-vb'
metastasis-nn' metastasize-vb'
adoption-nn' adopt-vb'
letdown-nn' let-down-vb'
discontent-nn' discontent-vb'
coloration-nn' color-vb'
necking-nn' neck-vb'
miniature-nn' miniaturise-vb'
miniature-nn' miniaturize-vb'
churn-nn' churn-vb'
prying-nn' pry-vb'
dispossession-nn' dispossess-vb'
ratifier-nn' ratify-vb'
falsity-nn' falsify-vb'
smile-nn' smile-vb'
diversity-nn' diversify-vb'
monetization-nn' monetize-vb'
boarder-nn' board-vb'
waker-nn' wake-vb'
committal-nn' commit-vb'
apprehender-nn' apprehend-vb'
coating-nn' coat-vb'
wrester-nn' wrest-vb'
leaner-nn' lean-vb'
handicap-nn' handicap-vb'
whiz-nn' whiz-vb'
voodoo-nn' voodoo-vb'
inhabitant-nn' inhabit-vb'
smart-nn' smart-vb'
holler-nn' holler-vb'
curtain-nn' curtain-vb'
traducement-nn' traduce-vb'
popularization-nn' popularize-vb'
summary-nn' summarise-vb'
summary-nn' summarize-vb'
counterfeiter-nn' counterfeit-vb'
devisee-nn' devise-vb'
joiner-nn' join-vb'
sod-nn' sod-vb'
anchorage-nn' anchor-vb'
cock-nn' cock-vb'
voicer-nn' voice-vb'
concatenation-nn' concatenate-vb'
peptization-nn' peptize-vb'
bemusement-nn' bemuse-vb'
collider-nn' collide-vb'
spatter-nn' spatter-vb'
visitant-nn' visit-vb'
quality-nn' qualify-vb'
rendezvous-nn' rendezvous-vb'
billet-nn' billet-vb'
dawn-nn' dawn-vb'
limit-nn' limit-vb'
hiss-nn' hiss-vb'
indenture-nn' indent-vb'
indenture-nn' indenture-vb'
monopoliser-nn' monopolise-vb'
smoother-nn' smooth-vb'
lust-nn' lust-vb'
palpebra-nn' palpebrate-vb'
feigning-nn' feign-vb'
plodder-nn' plod-vb'
muller-nn' mull-vb'
wallow-nn' wallow-vb'
whacking-nn' whack-vb'
applauder-nn' applaud-vb'
quadruple-nn' quadruplicate-vb'
quadruple-nn' quadruple-vb'
cover-up-nn' cover-up-vb'
motorboat-nn' motorboat-vb'
tempering-nn' temper-vb'
stalker-nn' stalk-vb'
chunking-nn' chunk-vb'
fete-nn' fete-vb'
predecessor-nn' precede-vb'
exorciser-nn' exorcise-vb'
moonlighter-nn' moonlight-vb'
dehiscence-nn' dehisce-vb'
countermand-nn' countermand-vb'
nullification-nn' nullify-vb'
justification-nn' justify-vb'
adulterator-nn' adulterate-vb'
scouter-nn' scout-vb'
abidance-nn' abide-vb'
copyright-nn' copyright-vb'
musher-nn' mush-vb'
examinee-nn' examine-vb'
communisation-nn' communise-vb'
shrinkage-nn' shrink-vb'
sequence-nn' sequence-vb'
course-nn' course-vb'
handshake-nn' shake-hands-vb'
expatriation-nn' expatriate-vb'
legitimacy-nn' legitimate-vb'
gravel-nn' gravel-vb'
wrinkle-nn' wrinkle-vb'
shingling-nn' shingle-vb'
conjurer-nn' conjure-vb'
startup-nn' start-up-vb'
peddling-nn' peddle-vb'
slate-nn' slate-vb'
chlorine-nn' chlorinate-vb'
maul-nn' maul-vb'
flavour-nn' flavour-vb'
specialisation-nn' specialise-vb'
flier-nn' fly-vb'
write-up-nn' write-up-vb'
sin-nn' sin-vb'
kindling-nn' kindle-vb'
plump-nn' plump-vb'
shepherd-nn' shepherd-vb'
misconstruction-nn' misconstrue-vb'
bastard-nn' bastardize-vb'
bastard-nn' bastardise-vb'
virilization-nn' virilize-vb'
photograph-nn' photograph-vb'
isomerization-nn' isomerize-vb'
impeachment-nn' impeach-vb'
salvager-nn' salvage-vb'
flush-nn' flush-vb'
accession-nn' access-vb'
accession-nn' accede-vb'
tackler-nn' tackle-vb'
smelling-nn' smell-vb'
disprover-nn' disprove-vb'
concord-nn' concord-vb'
weaver-nn' weave-vb'
demobilisation-nn' demobilise-vb'
quake-nn' quake-vb'
carpet-nn' carpet-vb'
miscalculation-nn' miscalculate-vb'
single-foot-nn' single-foot-vb'
programing-nn' program-vb'
peek-nn' peek-vb'
coder-nn' code-vb'
manifestation-nn' manifest-vb'
vulcanizer-nn' vulcanize-vb'
tale-nn' tell-vb'
officiant-nn' officiate-vb'
suck-nn' suck-vb'
scull-nn' scull-vb'
unraveler-nn' unravel-vb'
everting-nn' evert-vb'
hem-nn' hem-vb'
chine-nn' chine-vb'
dictate-nn' dictate-vb'
caviler-nn' cavil-vb'
winnings-nn' win-vb'
reasoner-nn' reason-vb'
communion-nn' commune-vb'
tiler-nn' tile-vb'
valet-nn' valet-vb'
ting-nn' ting-vb'
culture-nn' acculturate-vb'
arguer-nn' argue-vb'
defector-nn' defect-vb'
filtrate-nn' filtrate-vb'
filtrate-nn' filter-vb'
smell-nn' smell-vb'
letterer-nn' letter-vb'
stripe-nn' stripe-vb'
dangling-nn' dangle-vb'
muttering-nn' mutter-vb'
vaunt-nn' vaunt-vb'
tiling-nn' tile-vb'
ranter-nn' rant-vb'
pock-nn' pock-vb'
barnstormer-nn' barnstorm-vb'
coherence-nn' cohere-vb'
stalinization-nn' stalinize-vb'
venting-nn' vent-vb'
luncher-nn' lunch-vb'
confession-nn' confess-vb'
delusion-nn' delude-vb'
retreat-nn' retreat-vb'
resonance-nn' resonate-vb'
mist-nn' mist-vb'
laceration-nn' lacerate-vb'
disillusionment-nn' disillusion-vb'
disorientation-nn' disorient-vb'
anaesthetic-nn' anaesthetise-vb'
anaesthetic-nn' anaesthetize-vb'
countenance-nn' countenance-vb'
nurse-nn' nurse-vb'
stroll-nn' stroll-vb'
climbing-nn' climb-vb'
welding-nn' weld-vb'
speechifier-nn' speechify-vb'
sticker-nn' stick-vb'
express-nn' express-vb'
repentance-nn' repent-vb'
glissade-nn' glissade-vb'
tubing-nn' tube-vb'
drawer-nn' draw-vb'
pervaporation-nn' pervaporate-vb'
clipper-nn' clip-vb'
segregator-nn' segregate-vb'
objurgation-nn' objurgate-vb'
cub-nn' cub-vb'
paper-nn' paper-vb'
orbiter-nn' orbit-vb'
quoter-nn' quote-vb'
plan-nn' plan-vb'
reimposition-nn' reimpose-vb'
blockage-nn' block-vb'
canonisation-nn' canonise-vb'
impinging-nn' impinge-vb'
segmentation-nn' segment-vb'
whirling-nn' whirl-vb'
joy-nn' joy-vb'
chit-chat-nn' chitchat-vb'
farting-nn' fart-vb'
pollenation-nn' pollenate-vb'
hesitancy-nn' hesitate-vb'
marveller-nn' marvel-vb'
pullout-nn' pull-out-vb'
guffaw-nn' guffaw-vb'
fault-nn' fault-vb'
stoker-nn' stoke-vb'
adulator-nn' adulate-vb'
digester-nn' digest-vb'
pirate-nn' pirate-vb'
tile-nn' tile-vb'
foretelling-nn' foretell-vb'
pretending-nn' pretend-vb'
patrol-nn' patrol-vb'
implication-nn' imply-vb'
implication-nn' implicate-vb'
germination-nn' germinate-vb'
proliferation-nn' proliferate-vb'
brocade-nn' brocade-vb'
recalculation-nn' recalculate-vb'
add-on-nn' add-on-vb'
assassin-nn' assassinate-vb'
sinker-nn' sink-vb'
holdover-nn' hold-over-vb'
mutineer-nn' mutiny-vb'
verb-nn' verbify-vb'
compression-nn' compress-vb'
molestation-nn' molest-vb'
eroding-nn' erode-vb'
brutalisation-nn' brutalise-vb'
trephination-nn' trephine-vb'
acclaim-nn' acclaim-vb'
shitter-nn' shit-vb'
hectograph-nn' hectograph-vb'
holdout-nn' hold-out-vb'
mix-nn' mix-vb'
shaman-nn' shamanize-vb'
accounting-nn' account-vb'
impoundment-nn' impound-vb'
layoff-nn' lay-off-vb'
typist-nn' type-vb'
gelatin-nn' gelatinize-vb'
squawker-nn' squawk-vb'
trainer-nn' train-vb'
rebate-nn' rebate-vb'
feathering-nn' feather-vb'
arbor-nn' arborise-vb'
arbor-nn' arborize-vb'
boiler-nn' boil-vb'
dowse-nn' dowse-vb'
eruption-nn' erupt-vb'
tinter-nn' tint-vb'
sheathing-nn' sheathe-vb'
categorization-nn' categorize-vb'
feast-nn' feast-vb'
harassment-nn' harass-vb'
transcendency-nn' transcend-vb'
hugging-nn' hug-vb'
fart-nn' fart-vb'
slime-nn' slime-vb'
shackle-nn' shackle-vb'
raper-nn' rape-vb'
recognition-nn' recognize-vb'
punt-nn' punt-vb'
stumbler-nn' stumble-vb'
monologue-nn' monologuize-vb'
musing-nn' muse-vb'
envelopment-nn' envelop-vb'
slight-nn' slight-vb'
hardening-nn' harden-vb'
mortification-nn' mortify-vb'
revocation-nn' revoke-vb'
sensitiser-nn' sensitise-vb'
specialization-nn' specialize-vb'
entombment-nn' entomb-vb'
tendency-nn' tend-vb'
shedding-nn' shed-vb'
undercoat-nn' undercoat-vb'
taboo-nn' taboo-vb'
jabbering-nn' jabber-vb'
mob-nn' mob-vb'
enfolding-nn' enfold-vb'
replacing-nn' replace-vb'
wiper-nn' wipe-vb'
backslider-nn' backslide-vb'
bungler-nn' bungle-vb'
overeating-nn' overeat-vb'
habit-nn' habit-vb'
habit-nn' habituate-vb'
mass-nn' mass-vb'
endearment-nn' endear-vb'
prejudgement-nn' prejudge-vb'
compulsion-nn' compel-vb'
wrecking-nn' wreck-vb'
stiffening-nn' stiffen-vb'
bead-nn' bead-vb'
skin-diver-nn' skin-dive-vb'
illuminant-nn' illuminate-vb'
skulking-nn' skulk-vb'
passage-nn' pass-vb'
muzzler-nn' muzzle-vb'
sander-nn' sand-vb'
learner-nn' learn-vb'
swarm-nn' swarm-vb'
sorbent-nn' sorb-vb'
narrowing-nn' narrow-vb'
surprisal-nn' surprise-vb'
cube-nn' cube-vb'
misbehavior-nn' misbehave-vb'
monopoly-nn' monopolise-vb'
monopoly-nn' monopolize-vb'
sleuth-nn' sleuth-vb'
commission-nn' commit-vb'
commission-nn' commission-vb'
triple-nn' triple-vb'
perpetration-nn' perpetrate-vb'
familiarization-nn' familiarize-vb'
buoy-nn' buoy-vb'
vestment-nn' vest-vb'
admittance-nn' admit-vb'
stickup-nn' stick-up-vb'
flutter-nn' flutter-vb'
ban-nn' ban-vb'
adaption-nn' adapt-vb'
notch-nn' notch-vb'
itch-nn' itch-vb'
channel-nn' channelize-vb'
channel-nn' channel-vb'
confab-nn' confab-vb'
reentry-nn' re-enter-vb'
pullulation-nn' pullulate-vb'
maneuverer-nn' maneuver-vb'
bristle-nn' bristle-vb'
sustenance-nn' sustain-vb'
subsiding-nn' subside-vb'
disgorgement-nn' disgorge-vb'
resultant-nn' result-vb'
notary-nn' notarize-vb'
serration-nn' serrate-vb'
swill-nn' swill-vb'
blotch-nn' blotch-vb'
flowage-nn' flow-vb'
streetwalker-nn' streetwalk-vb'
spurring-nn' spur-vb'
polisher-nn' polish-vb'
adopter-nn' adopt-vb'
discrimination-nn' discriminate-vb'
revelry-nn' revel-vb'
opposer-nn' oppose-vb'
inch-nn' inch-vb'
circumvolution-nn' circumvolve-vb'
weeping-nn' weep-vb'
suspicion-nn' suspect-vb'
twiner-nn' twine-vb'
assistant-nn' assist-vb'
lurker-nn' lurk-vb'
overpayment-nn' overpay-vb'
refresher-nn' refresh-vb'
bow-nn' bow-vb'
rick-nn' rick-vb'
leash-nn' leash-vb'
deflagration-nn' deflagrate-vb'
cumulation-nn' cumulate-vb'
argumentation-nn' argue-vb'
savage-nn' savage-vb'
pedaller-nn' pedal-vb'
wax-nn' wax-vb'
summarization-nn' summarize-vb'
flavoring-nn' flavor-vb'
shearing-nn' shear-vb'
copyreader-nn' copyread-vb'
dispatch-nn' dispatch-vb'
sprinkle-nn' sprinkle-vb'
site-nn' site-vb'
turnout-nn' turn-out-vb'
mower-nn' mow-vb'
verification-nn' verify-vb'
dampener-nn' dampen-vb'
assibilation-nn' assibilate-vb'
reincarnation-nn' reincarnate-vb'
tracing-nn' trace-vb'
conjugation-nn' conjugate-vb'
underscore-nn' underscore-vb'
goose-step-nn' goose-step-vb'
disdain-nn' disdain-vb'
chaperon-nn' chaperon-vb'
rearrangement-nn' rearrange-vb'
spraying-nn' spray-vb'
temperance-nn' temper-vb'
magnification-nn' magnify-vb'
whirlpool-nn' whirlpool-vb'
jaunt-nn' jaunt-vb'
flapping-nn' flap-vb'
installing-nn' instal-vb'
installing-nn' install-vb'
wriggler-nn' wriggle-vb'
vitrification-nn' vitrify-vb'
japan-nn' japan-vb'
oxygen-nn' oxygenize-vb'
oxygen-nn' oxygenate-vb'
tax-nn' tax-vb'
pillager-nn' pillage-vb'
step-down-nn' step-down-vb'
punishment-nn' punish-vb'
befoulment-nn' befoul-vb'
pomade-nn' pomade-vb'
digging-nn' dig-vb'
cannulisation-nn' cannulate-vb'
cannulisation-nn' cannulize-vb'
snip-nn' snip-vb'
speeding-nn' speed-vb'
sweater-nn' sweat-vb'
recusal-nn' recuse-vb'
misbeliever-nn' misbelieve-vb'
intensity-nn' intensify-vb'
plot-nn' plot-vb'
disparagement-nn' disparage-vb'
anger-nn' anger-vb'
fillet-nn' fillet-vb'
arrester-nn' arrest-vb'
violator-nn' violate-vb'
truncation-nn' truncate-vb'
gossiping-nn' gossip-vb'
acumen-nn' acuminate-vb'
toast-nn' toast-vb'
splicing-nn' splice-vb'
location-nn' locate-vb'
curtsy-nn' curtsy-vb'
tenant-nn' tenant-vb'
straggle-nn' straggle-vb'
flipper-nn' flip-vb'
orphan-nn' orphan-vb'
maceration-nn' macerate-vb'
depolarization-nn' depolarize-vb'
reification-nn' reify-vb'
despondency-nn' despond-vb'
retail-nn' retail-vb'
phlebotomy-nn' phlebotomize-vb'
photostat-nn' photostat-vb'
pruning-nn' prune-vb'
grate-nn' grate-vb'
freeloader-nn' freeload-vb'
face-off-nn' face-off-vb'
captivation-nn' captivate-vb'
addressee-nn' address-vb'
allusion-nn' allude-vb'
scolder-nn' scold-vb'
remediation-nn' remediate-vb'
disadvantage-nn' disadvantage-vb'
symbol-nn' symbolise-vb'
symbol-nn' symbolize-vb'
repeal-nn' repeal-vb'
tracking-nn' track-vb'
blastoff-nn' blast-off-vb'
costume-nn' costume-vb'
weakener-nn' weaken-vb'
staple-nn' staple-vb'
forging-nn' forge-vb'
can-nn' can-vb'
rotation-nn' rotate-vb'
smiling-nn' smile-vb'
catheterisation-nn' catheterise-vb'
shack-nn' shack-vb'
dash-nn' dash-vb'
playacting-nn' playact-vb'
gum-nn' gum-vb'
bunco-nn' bunco-vb'
despoliation-nn' despoil-vb'
deferment-nn' defer-vb'
treasure-nn' treasure-vb'
war-nn' war-vb'
transferer-nn' transfer-vb'
perpetrator-nn' perpetrate-vb'
quantisation-nn' quantise-vb'
convergency-nn' converge-vb'
evasion-nn' evade-vb'
date-nn' date-vb'
nursery-nn' nurse-vb'
defibrillation-nn' defibrillate-vb'
tingling-nn' tingle-vb'
signaller-nn' signal-vb'
liberalization-nn' liberalize-vb'
thawing-nn' thaw-vb'
grumbling-nn' grumble-vb'
prefix-nn' prefix-vb'
killing-nn' kill-vb'
mound-nn' mound-vb'
executant-nn' execute-vb'
italic-nn' italicize-vb'
italic-nn' italicise-vb'
profit-nn' profit-vb'
radiolocation-nn' radiolocate-vb'
warner-nn' warn-vb'
gash-nn' gash-vb'
wader-nn' wade-vb'
canal-nn' canalize-vb'
canal-nn' canalise-vb'
canal-nn' canal-vb'
cocoon-nn' cocoon-vb'
legislation-nn' legislate-vb'
declension-nn' decline-vb'
flimflam-nn' flim-flam-vb'
wrapper-nn' wrap-vb'
indweller-nn' indwell-vb'
excavator-nn' excavate-vb'
rail-nn' rail-vb'
geyser-nn' geyser-vb'
invigoration-nn' invigorate-vb'
warrantor-nn' warrant-vb'
depreciation-nn' depreciate-vb'
want-nn' want-vb'
living-nn' live-vb'
crooner-nn' croon-vb'
splash-nn' splash-vb'
rumbling-nn' rumble-vb'
interviewer-nn' interview-vb'
stitcher-nn' stitch-vb'
explanation-nn' explain-vb'
pig-nn' pig-vb'
squeegee-nn' squeegee-vb'
gargle-nn' gargle-vb'
crow-nn' crow-vb'
dieback-nn' die-back-vb'
wonder-nn' wonder-vb'
shingle-nn' shingle-vb'
initial-nn' initial-vb'
fuller-nn' full-vb'
tending-nn' tend-vb'
floodlight-nn' floodlight-vb'
spice-nn' spice-vb'
modernisation-nn' modernise-vb'
cackle-nn' cackle-vb'
dubbing-nn' dub-vb'
moult-nn' moult-vb'
atomization-nn' atomize-vb'
wassail-nn' wassail-vb'
revising-nn' revise-vb'
bathing-nn' bathe-vb'
scavenger-nn' scavenge-vb'
moralisation-nn' moralise-vb'
snitcher-nn' snitch-vb'
have-nn' have-vb'
radiancy-nn' radiate-vb'
ghost-nn' ghost-vb'
stencil-nn' stencil-vb'
baker-nn' bake-vb'
plower-nn' plow-vb'
lunch-nn' lunch-vb'
reportage-nn' report-vb'
overdrive-nn' overdrive-vb'
swim-nn' swim-vb'
preserve-nn' preserve-vb'
seclusion-nn' seclude-vb'
fertilizer-nn' fertilize-vb'
decimalization-nn' decimalize-vb'
cyclostyle-nn' cyclostyle-vb'
attenuator-nn' attenuate-vb'
humour-nn' humour-vb'
conflict-nn' conflict-vb'
submersion-nn' submerge-vb'
submersion-nn' submerse-vb'
liberator-nn' liberate-vb'
prevaricator-nn' prevaricate-vb'
proffer-nn' proffer-vb'
digger-nn' dig-vb'
free-lance-nn' freelance-vb'
incitation-nn' incite-vb'
autograph-nn' autograph-vb'
obtainment-nn' obtain-vb'
favour-nn' favour-vb'
falter-nn' falter-vb'
descant-nn' descant-vb'
tailor-nn' tailor-vb'
shaping-nn' shape-vb'
hyphen-nn' hyphen-vb'
hyphen-nn' hyphenate-vb'
equipment-nn' equip-vb'
seduction-nn' seduce-vb'
overrefinement-nn' overrefine-vb'
vet-nn' vet-vb'
fucking-nn' fuck-vb'
condensate-nn' condense-vb'
stake-nn' stake-vb'
keratinisation-nn' keratinise-vb'
disambiguator-nn' disambiguate-vb'
regimentation-nn' regiment-vb'
convert-nn' convert-vb'
tip-off-nn' tip-off-vb'
batten-nn' batten-vb'
bowdlerizer-nn' bowdlerize-vb'
abortion-nn' abort-vb'
exercising-nn' exercise-vb'
bath-nn' bath-vb'
felt-nn' felt-vb'
educator-nn' educate-vb'
transshipment-nn' transship-vb'
retractor-nn' retract-vb'
yaw-nn' yaw-vb'
leaker-nn' leak-vb'
hijacking-nn' hijack-vb'
entrancement-nn' entrance-vb'
enthronement-nn' enthrone-vb'
mailer-nn' mail-vb'
hypostatization-nn' hypostatize-vb'
deamination-nn' deaminate-vb'
inflation-nn' inflate-vb'
adder-nn' add-vb'
hang-nn' hang-vb'
incinerator-nn' incinerate-vb'
listening-nn' listen-vb'
threshing-nn' thresh-vb'
pargetry-nn' parget-vb'
edging-nn' edge-vb'
swearing-nn' swear-vb'
void-nn' void-vb'
trawl-nn' trawl-vb'
devil-nn' devilize-vb'
chariot-nn' chariot-vb'
frosting-nn' frost-vb'
rip-nn' rip-vb'
miaow-nn' miaow-vb'
assay-nn' assay-vb'
quest-nn' quest-vb'
advection-nn' advect-vb'
excruciation-nn' excruciate-vb'
absence-nn' absent-vb'
sashay-nn' sashay-vb'
dilution-nn' dilute-vb'
item-nn' itemise-vb'
item-nn' itemize-vb'
vaporization-nn' vaporize-vb'
renege-nn' renege-vb'
preservation-nn' preserve-vb'
pounce-nn' pounce-vb'
fishing-nn' fish-vb'
throng-nn' throng-vb'
booker-nn' book-vb'
bosom-nn' bosom-vb'
inflexion-nn' inflect-vb'
earthing-nn' earth-vb'
overestimation-nn' overestimate-vb'
co-optation-nn' co-opt-vb'
vow-nn' vow-vb'
idolizer-nn' idolize-vb'
feeling-nn' feel-vb'
peal-nn' peal-vb'
steeper-nn' steep-vb'
maligner-nn' malign-vb'
accretion-nn' accrete-vb'
test-driver-nn' test-drive-vb'
compositor-nn' compose-vb'
bone-nn' bone-vb'
outcropping-nn' outcrop-vb'
spouter-nn' spout-vb'
accordance-nn' accord-vb'
parentage-nn' parent-vb'
flight-nn' flight-vb'
flight-nn' flee-vb'
room-nn' room-vb'
crest-nn' crest-vb'
indicator-nn' indicate-vb'
rumpus-nn' rumpus-vb'
legislature-nn' legislate-vb'
generalisation-nn' generalise-vb'
lob-nn' lob-vb'
mastering-nn' master-vb'
dedifferentiation-nn' dedifferentiate-vb'
defenestration-nn' defenestrate-vb'
synchronising-nn' synchronise-vb'
asphalt-nn' asphalt-vb'
empowerment-nn' empower-vb'
ruminator-nn' ruminate-vb'
sendee-nn' send-vb'
stand-nn' stand-vb'
slant-nn' slant-vb'
demarcation-nn' demarcate-vb'
subbing-nn' sub-vb'
plication-nn' plicate-vb'
glint-nn' glint-vb'
misdirection-nn' misdirect-vb'
genuflection-nn' genuflect-vb'
supposition-nn' suppose-vb'
dehumanisation-nn' dehumanise-vb'
appropriator-nn' appropriate-vb'
encryption-nn' encrypt-vb'
blast-nn' blast-vb'
square-nn' square-vb'
ruler-nn' rule-vb'
accuser-nn' accuse-vb'
thickener-nn' thicken-vb'
falconry-nn' falcon-vb'
gratification-nn' gratify-vb'
stocking-nn' stock-vb'
scanner-nn' scan-vb'
bioassay-nn' bioassay-vb'
extirpation-nn' extirpate-vb'
burglary-nn' burglarize-vb'
burglary-nn' burgle-vb'
titre-nn' titrate-vb'
obliterator-nn' obliterate-vb'
hospitalization-nn' hospitalize-vb'
bargee-nn' barge-vb'
housekeeper-nn' housekeep-vb'
advertency-nn' advert-vb'
gloating-nn' gloat-vb'
turn-around-nn' turn-around-vb'
retard-nn' retard-vb'
leaven-nn' leaven-vb'
anchor-nn' anchor-vb'
raving-nn' rave-vb'
avail-nn' avail-vb'
prefiguration-nn' prefigure-vb'
person-nn' personify-vb'
treat-nn' treat-vb'
button-nn' button-vb'
hollow-nn' hollow-vb'
flurry-nn' flurry-vb'
assemblage-nn' assemble-vb'
flowering-nn' flower-vb'
sniper-nn' snipe-vb'
continuation-nn' continue-vb'
salutation-nn' salute-vb'
remake-nn' remake-vb'
duplicate-nn' duplicate-vb'
augury-nn' inaugurate-vb'
luge-nn' luge-vb'
start-nn' start-vb'
cleaner-nn' clean-vb'
repayment-nn' repay-vb'
manicure-nn' manicure-vb'
prize-fight-nn' prizefight-vb'
compounding-nn' compound-vb'
riddance-nn' rid-vb'
smattering-nn' smatter-vb'
petition-nn' petition-vb'
coquetry-nn' coquet-vb'
acquaintance-nn' acquaint-vb'
alternation-nn' alternate-vb'
defence-nn' defend-vb'
tension-nn' tense-vb'
unification-nn' unify-vb'
counterweight-nn' counterweight-vb'
